,org_file,model_file,use_cols,index_cols,fmt,sep,head_rows,upper_bound,lower_bound,operator,mlt_file,zone_file,apply_order,fac_file,pp_file,pp_fill_value,pp_lower_limit,pp_upper_limit,pp_mpts,pp_transform,shape,chkpar,zero_based
104,org/freyberg6.wel_stress_period_data_9.txt,freyberg6.wel_stress_period_data_9.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst8_constant.csv,,999,,,,,,,,,7,FALSE
105,org/freyberg6.wel_stress_period_data_9.txt,freyberg6.wel_stress_period_data_9.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst8_grid.csv,,999,,,,,,,,,7,FALSE
106,org/freyberg6.wel_stress_period_data_10.txt,freyberg6.wel_stress_period_data_10.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst9_constant.csv,,999,,,,,,,,,7,FALSE
107,org/freyberg6.wel_stress_period_data_10.txt,freyberg6.wel_stress_period_data_10.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst9_grid.csv,,999,,,,,,,,,7,FALSE
108,org/freyberg6.wel_stress_period_data_11.txt,freyberg6.wel_stress_period_data_11.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst10_constant.csv,,999,,,,,,,,,7,FALSE
109,org/freyberg6.wel_stress_period_data_11.txt,freyberg6.wel_stress_period_data_11.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst10_grid.csv,,999,,,,,,,,,7,FALSE
110,org/freyberg6.wel_stress_period_data_12.txt,freyberg6.wel_stress_period_data_12.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst11_constant.csv,,999,,,,,,,,,7,FALSE
111,org/freyberg6.wel_stress_period_data_12.txt,freyberg6.wel_stress_period_data_12.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst11_grid.csv,,999,,,,,,,,,7,FALSE
112,org/freyberg6.wel_stress_period_data_13.txt,freyberg6.wel_stress_period_data_13.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst12_constant.csv,,999,,,,,,,,,7,FALSE
113,org/freyberg6.wel_stress_period_data_13.txt,freyberg6.wel_stress_period_data_13.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst12_grid.csv,,999,,,,,,,,,7,FALSE
114,org/freyberg6.wel_stress_period_data_14.txt,freyberg6.wel_stress_period_data_14.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst13_constant.csv,,999,,,,,,,,,7,FALSE
115,org/freyberg6.wel_stress_period_data_14.txt,freyberg6.wel_stress_period_data_14.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst13_grid.csv,,999,,,,,,,,,7,FALSE
116,org/freyberg6.wel_stress_period_data_15.txt,freyberg6.wel_stress_period_data_15.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst14_constant.csv,,999,,,,,,,,,7,FALSE
117,org/freyberg6.wel_stress_period_data_15.txt,freyberg6.wel_stress_period_data_15.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst14_grid.csv,,999,,,,,,,,,7,FALSE
118,org/freyberg6.wel_stress_period_data_16.txt,freyberg6.wel_stress_period_data_16.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst15_constant.csv,,999,,,,,,,,,7,FALSE
119,org/freyberg6.wel_stress_period_data_16.txt,freyberg6.wel_stress_period_data_16.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst15_grid.csv,,999,,,,,,,,,7,FALSE
120,org/freyberg6.wel_stress_period_data_17.txt,freyberg6.wel_stress_period_data_17.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst16_constant.csv,,999,,,,,,,,,7,FALSE
121,org/freyberg6.wel_stress_period_data_17.txt,freyberg6.wel_stress_period_data_17.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst16_grid.csv,,999,,,,,,,,,7,FALSE
122,org/freyberg6.wel_stress_period_data_18.txt,freyberg6.wel_stress_period_data_18.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst17_constant.csv,,999,,,,,,,,,7,FALSE
123,org/freyberg6.wel_stress_period_data_18.txt,freyberg6.wel_stress_period_data_18.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst17_grid.csv,,999,,,,,,,,,7,FALSE
124,org/freyberg6.wel_stress_period_data_19.txt,freyberg6.wel_stress_period_data_19.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst18_constant.csv,,999,,,,,,,,,7,FALSE
125,org/freyberg6.wel_stress_period_data_19.txt,freyberg6.wel_stress_period_data_19.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst18_grid.csv,,999,,,,,,,,,7,FALSE
126,org/freyberg6.wel_stress_period_data_20.txt,freyberg6.wel_stress_period_data_20.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst19_constant.csv,,999,,,,,,,,,7,FALSE
127,org/freyberg6.wel_stress_period_data_20.txt,freyberg6.wel_stress_period_data_20.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst19_grid.csv,,999,,,,,,,,,7,FALSE
128,org/freyberg6.wel_stress_period_data_21.txt,freyberg6.wel_stress_period_data_21.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst20_constant.csv,,999,,,,,,,,,7,FALSE
129,org/freyberg6.wel_stress_period_data_21.txt,freyberg6.wel_stress_period_data_21.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst20_grid.csv,,999,,,,,,,,,7,FALSE
130,org/freyberg6.wel_stress_period_data_22.txt,freyberg6.wel_stress_period_data_22.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst21_constant.csv,,999,,,,,,,,,7,FALSE
131,org/freyberg6.wel_stress_period_data_22.txt,freyberg6.wel_stress_period_data_22.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst21_grid.csv,,999,,,,,,,,,7,FALSE
132,org/freyberg6.wel_stress_period_data_23.txt,freyberg6.wel_stress_period_data_23.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst22_constant.csv,,999,,,,,,,,,7,FALSE
133,org/freyberg6.wel_stress_period_data_23.txt,freyberg6.wel_stress_period_data_23.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst22_grid.csv,,999,,,,,,,,,7,FALSE
134,org/freyberg6.wel_stress_period_data_24.txt,freyberg6.wel_stress_period_data_24.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst23_constant.csv,,999,,,,,,,,,7,FALSE
135,org/freyberg6.wel_stress_period_data_24.txt,freyberg6.wel_stress_period_data_24.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst23_grid.csv,,999,,,,,,,,,7,FALSE
136,org/freyberg6.wel_stress_period_data_25.txt,freyberg6.wel_stress_period_data_25.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welcst_inst24_constant.csv,,999,,,,,,,,,7,FALSE
137,org/freyberg6.wel_stress_period_data_25.txt,freyberg6.wel_stress_period_data_25.txt,[3],"[0, 1, 2]",free, ,0,[1e+30],[-1e+30],m,mult/welgrd_inst24_grid.csv,,999,,,,,,,,,7,FALSE
138,org/freyberg6.sfr_packagedata.txt,freyberg6.sfr_packagedata.txt,[9],"[0, 2, 3]",free, ,0,[100.0],[0.001],m,mult/sfrcondgr_inst0_grid.csv,,999,,,,,,,,,40,FALSE
139,org/freyberg6.sfr_packagedata.txt,freyberg6.sfr_packagedata.txt,[9],"[0, 2, 3]",free, ,0,[100.0],[0.001],m,mult/sfrcondcn_inst0_constant.csv,,999,,,,,,,,,40,FALSE
140,org/freyberg6.sfr_perioddata_1.txt,freyberg6.sfr_perioddata_1.txt,[2],[0],free, ,0,[1e+30],[-1e+30],m,mult/sfrgr_inst0_grid.csv,,999,,,,,,,,,1,FALSE
141,org/freyberg6.ic_strt_layer1.txt,freyberg6.ic_strt_layer1.txt,,,%17.5F,,0,1.00E+30,-1.00E+30,d,,freyberg6.ic_strt_layer1.txt.zone,999,,,,,,,,,,FALSE
